Name,Season,Injury,from,until,Days,Games missed
Doyle,23/24,Knee injury,"Sep 3, 2023","Sep 16, 2023",13 days,2
Doyle,22/23,Calf strain,"Oct 31, 2022","Dec 12, 2022",42 days,5
Doyle,20/21,Virus,"Jan 1, 2021","Jan 16, 2021",15 days,-
Jordão,22/23,Groin injury,"Sep 30, 2022","Dec 31, 2022",92 days,14
Jordão,20/21,unknown injury,"Jan 5, 2021","Nov 29, 2021",328 days,33
Jordão,19/20,Foot injury,"Sep 26, 2019","Oct 5, 2019",9 days,2
Jordão,17/18,muscular problems,"Feb 4, 2018","Mar 3, 2018",27 days,8
Jordão,17/18,unknown injury,"Nov 22, 2017","Dec 8, 2017",16 days,4
Neto,23/24,Hamstring injury,"Oct 28, 2023",-,30 days,4
Neto,22/23,Ankle injury,"Oct 1, 2022","Feb 5, 2023",127 days,27
Neto,20/21,Knee injury,"Apr 12, 2021","Feb 3, 2022",297 days,52
Neto,19/20,Muscle injury,"Jul 13, 2020","Jul 16, 2020",3 days,1
Neto,19/20,Knock,"Jul 2, 2020","Jul 13, 2020",11 days,3
Neto,19/20,Calf injury,"Oct 7, 2019","Oct 28, 2019",21 days,6
Neto,18/19,Knock,"Mar 25, 2019","Apr 8, 2019",14 days,5
Neto,17/18,Knock,"Feb 15, 2018","Mar 12, 2018",25 days,9
Sarabia,22/23,Injury to the ankle,"Aug 30, 2022","Sep 1, 2022",2 days,1
Sarabia,20/21,Thigh problems,"Mar 16, 2021","Apr 2, 2021",17 days,5
Sarabia,20/21,Foot injury,"Feb 20, 2021","Feb 26, 2021",6 days,1
Sarabia,20/21,Hamstring injury,"Nov 30, 2020","Dec 23, 2020",23 days,7
Sarabia,19/20,Rest,"Feb 14, 2020","Feb 16, 2020",2 days,1
Sarabia,19/20,Knock,"Sep 19, 2019","Sep 23, 2019",4 days,1
Sarabia,18/19,Muscle injury,"Apr 16, 2019","Apr 23, 2019",7 days,1
Sarabia,18/19,Muscle injury,"Mar 15, 2019","Apr 3, 2019",19 days,4
Sarabia,15/16,Shoulder injury,"Jan 29, 2016","Feb 11, 2016",13 days,2
Cunha,22/23,Muscle injury,"Sep 2, 2022","Sep 9, 2022",7 days,2
Cunha,21/22,Knee injury,"Feb 17, 2022","Mar 31, 2022",42 days,7
Cunha,21/22,Muscle injury,"Oct 1, 2021","Oct 18, 2021",17 days,4
Cunha,20/21,Ankle injury,"May 10, 2021","Jun 13, 2021",34 days,6
Cunha,20/21,Hamstring injury,"Feb 28, 2021","Mar 15, 2021",15 days,2
Cunha,20/21,Groin problems,"Jan 9, 2021","Jan 14, 2021",5 days,1
Cunha,19/20,concussion,"May 28, 2020","Jun 10, 2020",13 days,2
Cunha,19/20,Quarantine,"Mar 17, 2020","Mar 31, 2020",14 days,-
Cunha,19/20,Ill,"Jan 19, 2020","Jan 22, 2020",3 days,1
Hwang,23/24,Hamstring injury,"Aug 26, 2023","Sep 3, 2023",8 days,3
Hwang,22/23,Hamstring injury,"Feb 5, 2023","Mar 8, 2023",31 days,5
Hwang,22/23,Hamstring injury,"Nov 14, 2022","Nov 21, 2022",7 days,-
Hwang,22/23,Adductor pain,"Sep 30, 2022","Oct 6, 2022",6 days,1
Hwang,21/22,Hamstring injury,"Dec 19, 2021","Feb 6, 2022",49 days,10
Hwang,20/21,Corona virus,"Nov 18, 2020","Dec 30, 2020",42 days,10
Hwang,19/20,Torn muscle fiber,"Mar 5, 2020","May 28, 2020",84 days,2
Hwang,19/20,Thigh problems,"Dec 13, 2019","Jan 14, 2020",32 days,3
Hwang,19/20,Eye injury,"Sep 21, 2019","Sep 27, 2019",6 days,2
Hwang,18/19,Tendon tear,"Mar 4, 2019","Apr 16, 2019",43 days,9
Hwang,18/19,Hip injury,"Jan 25, 2019","Feb 12, 2019",18 days,4
Hwang,18/19,muscular problems,"Nov 9, 2018","Nov 23, 2018",14 days,3
Hwang,18/19,muscular problems,"Oct 29, 2018","Nov 3, 2018",5 days,1
Hwang,17/18,Thigh problems,"May 19, 2018","May 31, 2018",12 days,3
Hwang,17/18,bruise,"Mar 5, 2018","Mar 8, 2018",3 days,1
Hwang,17/18,Hamstring injury,"Sep 11, 2017","Nov 16, 2017",66 days,17
Hwang,17/18,minor knock,"Aug 21, 2017","Aug 28, 2017",7 days,2
Hwang,16/17,Internal ligament strain,"Nov 17, 2016","Nov 24, 2016",7 days,2
Hwang,15/16,Torn muscle fiber,"Feb 4, 2016","Feb 25, 2016",21 days,4
Silva,21/22,Corona virus,"Dec 18, 2021","Dec 31, 2021",13 days,1
Kalajdzic,22/23,Cruciate ligament tear,"Sep 4, 2022","Jun 5, 2023",274 days,43
Kalajdzic,22/23,Ankle problems,"Jul 18, 2022","Aug 1, 2022",14 days,1
Kalajdzic,21/22,Corona virus,"Apr 4, 2022","Apr 11, 2022",7 days,1
Kalajdzic,21/22,Calf problems,"Feb 10, 2022","Feb 14, 2022",4 days,1
Kalajdzic,21/22,Shoulder injury,"Aug 19, 2021","Jan 3, 2022",137 days,24
Kalajdzic,21/22,Corona virus,"Jul 29, 2021","Aug 16, 2021",18 days,2
Kalajdzic,19/20,Fitness,"Apr 6, 2020","May 4, 2020",28 days,-
Kalajdzic,19/20,Cruciate ligament tear,"Jul 18, 2019","Apr 6, 2020",263 days,34
Kalajdzic,18/19,Syndesmotic ligament tear,"Nov 5, 2018","Feb 25, 2019",112 days,10
Kalajdzic,18/19,Knee problems,"Sep 27, 2018","Oct 25, 2018",28 days,7
Kalajdzic,17/18,Metatarsal fracture,"Mar 8, 2018","Sep 13, 2018",189 days,33
Kalajdzic,17/18,Internal ligament strain,"Nov 27, 2017","Dec 11, 2017",14 days,3
Leno,23/24,Nose surgery,"Nov 10, 2023",-,17 days,2
Leno,19/20,Ligament stretching,"Jun 21, 2020","Aug 27, 2020",67 days,11
Leno,18/19,Ligament injury,"May 31, 2019","Jul 5, 2019",35 days,2
Leno,17/18,Ligament stretching,"Apr 10, 2018","Apr 13, 2018",3 days,-
Leno,13/14,muscular problems,"Oct 10, 2013","Oct 14, 2013",4 days,3
Rodak,21/22,Quarantine,"Nov 23, 2021","Nov 25, 2021",2 days,1
Rodak,20/21,Finger injury,"Feb 26, 2021","Apr 20, 2021",53 days,11
Benda,22/23,Cruciate ligament tear,"Jan 21, 2023","Oct 23, 2023",275 days,15
Benda,20/21,Ankle injury,"Jan 4, 2021","Apr 10, 2021",96 days,20
Diop,23/24,Foot injury,"Oct 8, 2023","Nov 26, 2023",49 days,5
Diop,21/22,Ankle injury,"Apr 18, 2022","May 2, 2022",14 days,3
Diop,20/21,Head injury,"Feb 11, 2021","Feb 15, 2021",4 days,1
Diop,20/21,bruise,"Jan 4, 2021","Jan 14, 2021",10 days,1
Diop,20/21,Corona virus,"Sep 21, 2020","Oct 15, 2020",24 days,4
Diop,17/18,Back injury,"Jul 13, 2017","Aug 17, 2017",35 days,2
Diop,16/17,Back problems,"Nov 10, 2016","Dec 22, 2016",42 days,11
Bassey,20/21,Quarantine,"Feb 14, 2021","Feb 23, 2021",9 days,2
Adarabioyo,23/24,Groin surgery,"Aug 31, 2023","Nov 26, 2023",87 days,11
Ream,22/23,Broken arm,"Apr 30, 2023","May 29, 2023",29 days,6
Ream,21/22,Back injury,"Aug 21, 2021","Aug 28, 2021",7 days,3
Ream,18/19,Back injury,"Aug 4, 2018","Sep 24, 2018",51 days,9
Ream,17/18,unknown injury,"Nov 21, 2017","Dec 3, 2017",12 days,3
Robinson,23/24,muscular problems,"Sep 10, 2023","Sep 22, 2023",12 days,2
Robinson,22/23,Ankle injury,"Sep 3, 2022","Oct 3, 2022",30 days,5
Robinson,21/22,Rest,"Apr 1, 2022","Apr 3, 2022",2 days,1
Robinson,21/22,Ill,"Feb 26, 2022","Mar 2, 2022",4 days,1
Robinson,21/22,Ill,"Dec 1, 2021","Dec 5, 2021",4 days,1
Robinson,21/22,Knee problems,"Sep 28, 2021","Oct 2, 2021",4 days,2
Robinson,20/21,Ankle injury,"May 14, 2021","May 24, 2021",10 days,3
Robinson,19/20,Groin injury,"Jan 31, 2020","Apr 13, 2020",73 days,9
Robinson,18/19,ankle sprain,"Nov 14, 2018","Mar 5, 2019",111 days,23
Ballo-Touré,22/23,Acromioclavicular joint dislocation,"Dec 30, 2022","Jan 28, 2023",29 days,10
Ballo-Touré,21/22,Adductor pain,"Feb 9, 2022","Feb 12, 2022",3 days,1
Ballo-Touré,21/22,Corona virus,"Jan 12, 2022","Jan 16, 2022",4 days,2
Ballo-Touré,21/22,Ankle problems,"Nov 2, 2021","Nov 5, 2021",3 days,1
Ballo-Touré,21/22,Ankle injury,"Oct 23, 2021","Oct 30, 2021",7 days,2
Ballo-Touré,20/21,Metatarsal fracture,"Sep 27, 2020","Nov 2, 2020",36 days,6
Castagne,20/21,Fracture of the eye socket,"Jun 13, 2021","Aug 15, 2021",63 days,6
Castagne,20/21,Hamstring strain,"Feb 1, 2021","Feb 19, 2021",18 days,5
Castagne,20/21,Hamstring strain,"Oct 27, 2020","Dec 19, 2020",53 days,15
Castagne,19/20,Knee problems,"Jan 13, 2020","Jan 28, 2020",15 days,3
Castagne,19/20,Meniscus injury,"Aug 1, 2019","Sep 15, 2019",45 days,5
Castagne,15/16,Shoulder injury,"May 10, 2016","Jun 20, 2016",41 days,10
Tete,23/24,Groin problems,"Sep 17, 2023","Nov 11, 2023",55 days,8
Tete,22/23,Knock,"Sep 29, 2022","Oct 29, 2022",30 days,6
Tete,21/22,Groin injury,"Jan 22, 2022","Feb 17, 2022",26 days,5
Tete,21/22,Thigh problems,"Aug 21, 2021","Oct 18, 2021",58 days,11
Tete,20/21,Corona virus,"Apr 17, 2021","Apr 27, 2021",10 days,1
Tete,20/21,Fitness,"Nov 21, 2020","Dec 27, 2020",36 days,7
Tete,20/21,Calf injury,"Sep 20, 2020","Nov 21, 2020",62 days,14
Tete,19/20,Knock,"Nov 4, 2019","Nov 20, 2019",16 days,4
Tete,18/19,Ankle injury,"May 9, 2019","May 31, 2019",22 days,3
Tete,18/19,Hamstring injury,"Mar 21, 2019","Apr 8, 2019",18 days,4
Tete,18/19,Groin strain,"Sep 28, 2018","Oct 20, 2018",22 days,6
Tete,17/18,Knee injury,"Nov 6, 2017","Nov 18, 2017",12 days,2
Tete,17/18,Knee problems,"Aug 28, 2017","Sep 1, 2017",4 days,1
Tete,16/17,Ill,"Apr 15, 2017","Apr 17, 2017",2 days,1
Tete,16/17,Ankle injury,"Dec 9, 2016","Dec 12, 2016",3 days,1
Tete,16/17,Foot injury,"Oct 17, 2016","Oct 21, 2016",4 days,1
Tete,15/16,Torn ankle ligaments,"Jan 24, 2016","Apr 7, 2016",74 days,12
Tete,15/16,Ankle injury,"Jan 7, 2016","Jan 14, 2016",7 days,-
Tete,14/15,Ankle injury,"Aug 25, 2014","Sep 14, 2014",20 days,12
Palhinha,23/24,Acromioclavicular joint dislocation,"Jul 23, 2023","Aug 16, 2023",24 days,1
Palhinha,21/22,Muscle injury,"Nov 28, 2021","Dec 16, 2021",18 days,5
Palhinha,20/21,Corona virus,"Sep 24, 2020","Oct 5, 2020",11 days,4
Palhinha,17/18,influenza,"Feb 24, 2018","Feb 28, 2018",4 days,1
Reed,21/22,Muscle injury,"Dec 10, 2021","Dec 18, 2021",8 days,1
Reed,21/22,Calf injury,"Oct 20, 2021","Oct 24, 2021",4 days,2
Reed,21/22,Knock,"Sep 15, 2021","Sep 20, 2021",5 days,2
Reed,21/22,Knock,"Sep 15, 2021","Sep 18, 2021",3 days,2
Reed,21/22,Knock,"Aug 7, 2021","Aug 28, 2021",21 days,6
Reed,20/21,Ankle injury,"May 18, 2021","May 23, 2021",5 days,2
Reed,20/21,Knee problems,"Apr 19, 2021","May 12, 2021",23 days,2
Reed,20/21,Knock,"Sep 27, 2020","Oct 23, 2020",26 days,4
Reed,19/20,Fitness,"Mar 2, 2020","Mar 14, 2020",12 days,1
Reed,19/20,Calf injury,"Jan 9, 2020","Mar 1, 2020",52 days,11
Reed,19/20,Calf problems,"Jan 1, 2020","Jan 8, 2020",7 days,2
Reed,19/20,Calf injury,"Nov 22, 2019","Dec 16, 2019",24 days,6
Lukic,23/24,Knee injury,"Aug 27, 2023","Oct 1, 2023",35 days,5
Lukic,22/23,Hamstring injury,"Jan 15, 2023","Jan 27, 2023",12 days,2
Lukic,22/23,Calf problems,"Nov 9, 2022","Nov 21, 2022",12 days,3
Lukic,21/22,flu,"Mar 4, 2022","Mar 7, 2022",3 days,1
Lukic,20/21,Corona virus,"Nov 21, 2020","Dec 5, 2020",14 days,4
Lukic,19/20,bruise,"Dec 6, 2019","Dec 10, 2019",4 days,1
Lukic,19/20,Calf problems,"Sep 17, 2019","Sep 27, 2019",10 days,2
Lukic,17/18,Torn muscle fiber,"Mar 28, 2018","Apr 11, 2018",14 days,2
Lukic,17/18,Muscle injury,"Nov 15, 2017","Dec 6, 2017",21 days,4
Cairney,23/24,Knee injury,"Sep 3, 2023","Sep 15, 2023",12 days,-
Cairney,23/24,Knee injury,"Aug 30, 2023","Sep 1, 2023",2 days,-
Cairney,23/24,Thigh problems,"Jul 30, 2023","Aug 11, 2023",12 days,-
Cairney,22/23,Ankle injury,"Feb 8, 2023","Mar 18, 2023",38 days,7
Cairney,21/22,Knock,"Apr 5, 2022","Apr 11, 2022",6 days,2
Cairney,21/22,Ill,"Feb 22, 2022","Mar 6, 2022",12 days,3
Cairney,21/22,Ill,"Nov 23, 2021","Nov 29, 2021",6 days,2
Cairney,20/21,Knee injury,"Dec 27, 2020","Oct 11, 2021",288 days,38
Cairney,19/20,bruise,"Jul 6, 2020","Jul 17, 2020",11 days,3
Cairney,19/20,Calf problems,"Dec 29, 2019","Jan 15, 2020",17 days,4
Cairney,19/20,Ill,"Dec 9, 2019","Dec 11, 2019",2 days,1
Cairney,19/20,Ill,"Nov 5, 2019","Nov 11, 2019",6 days,1
Cairney,18/19,Foot injury,"Sep 30, 2018","Oct 27, 2018",27 days,3
Cairney,18/19,Foot injury,"Aug 26, 2018","Sep 29, 2018",34 days,7
Cairney,17/18,Knee problems,"Jan 24, 2018","Feb 5, 2018",12 days,2
Cairney,17/18,Knee problems,"Nov 1, 2017","Nov 5, 2017",4 days,1
Cairney,17/18,Knee problems,"Aug 26, 2017","Oct 13, 2017",48 days,7
Cairney,17/18,Fitness,"Aug 5, 2017","Aug 18, 2017",13 days,4
Cairney,16/17,Knock,"Oct 15, 2016","Oct 21, 2016",6 days,2
Francois,21/22,unknown injury,"Sep 10, 2021","Dec 6, 2021",87 days,19
Iwobi,23/24,Hamstring injury,"Aug 20, 2023","Sep 15, 2023",26 days,2
Iwobi,21/22,Calf injury,"Oct 1, 2021","Oct 13, 2021",12 days,3
Iwobi,20/21,Corona virus,"Mar 26, 2021","Mar 29, 2021",3 days,1
Iwobi,19/20,Hamstring injury,"Dec 23, 2019","Jan 27, 2020",35 days,7
Iwobi,18/19,Ankle injury,"Feb 25, 2019","Feb 26, 2019",1 days,-
Iwobi,18/19,Ill,"Aug 26, 2018","Sep 19, 2018",24 days,4
Iwobi,16/17,Hamstring strain,"Aug 14, 2016","Sep 10, 2016",27 days,5
Pereira,22/23,Ankle injury,"Apr 30, 2023","May 29, 2023",29 days,6
Pereira,20/21,Fever,"Feb 20, 2021","Feb 22, 2021",2 days,1
Pereira,20/21,Fever,"Oct 14, 2020","Oct 24, 2020",10 days,3
Pereira,17/18,Muscle injury,"May 10, 2018","May 31, 2018",21 days,2
Pereira,17/18,Achilles tendon problems,"Feb 2, 2018","Mar 16, 2018",42 days,8
De Cordova-Reid,21/22,Knock,"Aug 16, 2021","Aug 20, 2021",4 days,1
De Cordova-Reid,21/22,Corona virus,"Jul 15, 2021","Jul 22, 2021",7 days,2
De Cordova-Reid,20/21,Hamstring strain,"Dec 18, 2020","Dec 18, 2020",0 days,-
De Cordova-Reid,19/20,Knock,"Nov 26, 2019","Dec 13, 2019",17 days,4
Willian,23/24,Achilles tendon problems,"Aug 24, 2023","Sep 1, 2023",8 days,2
Willian,22/23,Torn muscle fiber,"Apr 25, 2023","May 2, 2023",7 days,2
Willian,22/23,Thigh problems,"Mar 10, 2023","Mar 13, 2023",3 days,1
Willian,22/23,Calf injury,"Sep 29, 2022","Oct 12, 2022",13 days,2
Willian,20/21,Ill,"Dec 25, 2020","Jan 1, 2021",7 days,2
Willian,20/21,Calf injury,"Nov 23, 2020","Nov 28, 2020",5 days,1
Willian,20/21,Calf injury,"Oct 18, 2020","Oct 31, 2020",13 days,3
Willian,19/20,Ankle injury,"Jul 31, 2020","Aug 13, 2020",13 days,2
Willian,19/20,Calf injury,"Mar 5, 2020","Mar 7, 2020",2 days,-
Willian,19/20,Hamstring injury,"Jul 4, 2019","Aug 12, 2019",39 days,2
Willian,18/19,Knock,"Jan 3, 2019","Jan 11, 2019",8 days,2
Willian,17/18,Achilles tendon problems,"Jan 24, 2018","Feb 2, 2018",9 days,3
Wilson,22/23,Knee injury,"Jul 30, 2022","Oct 6, 2022",68 days,11
Wilson,21/22,Ill,"Jan 21, 2022","Jan 24, 2022",3 days,1
Wilson,21/22,Head injury,"Sep 8, 2021","Sep 15, 2021",7 days,2
Wilson,20/21,Muscle injury,"Oct 25, 2020","Nov 1, 2020",7 days,2
Wilson,19/20,Muscle strain,"Dec 5, 2019","Dec 25, 2019",20 days,3
Wilson,18/19,Hip injury,"Jan 1, 2019","Jan 12, 2019",11 days,3
Wilson,18/19,Groin injury,"Aug 11, 2018","Sep 16, 2018",36 days,10
Traoré,23/24,Hamstring injury,"Sep 11, 2023","Nov 11, 2023",61 days,9
Traoré,22/23,Hamstring injury,"Jul 20, 2022","Aug 13, 2022",24 days,2
Traoré,20/21,Hamstring injury,"Jan 9, 2021","Jan 14, 2021",5 days,1
Traoré,20/21,Knock,"Sep 2, 2020","Sep 4, 2020",2 days,1
Traoré,19/20,Shoulder injury,"Mar 2, 2020","Mar 6, 2020",4 days,-
Traoré,19/20,Shoulder injury,"Feb 2, 2020","Feb 13, 2020",11 days,-
Traoré,19/20,Knock,"Jan 17, 2020","Jan 17, 2020",0 days,-
Traoré,19/20,Shoulder injury,"Dec 16, 2019","Dec 20, 2019",4 days,-
Traoré,19/20,Knock,"Nov 11, 2019","Nov 22, 2019",11 days,2
Traoré,18/19,Hamstring injury,"Dec 30, 2018","Jan 1, 2019",2 days,-
Traoré,18/19,Shoulder injury,"Jul 27, 2018","Aug 17, 2018",21 days,3
Traoré,15/16,Metatarsal fracture,"Jan 3, 2016","Apr 3, 2016",91 days,19
Traoré,15/16,Calf injury,"Aug 25, 2015","Sep 19, 2015",25 days,7
Jiménez,22/23,Hip problems,"Sep 30, 2022","Nov 14, 2022",45 days,10
Jiménez,22/23,Knee injury,"Jul 23, 2022","Aug 17, 2022",25 days,2
Jiménez,20/21,Fitness,"Feb 18, 2021","Jul 16, 2021",148 days,24
Jiménez,20/21,Skull fracture,"Nov 30, 2020","Feb 17, 2021",79 days,17
Jiménez,18/19,Knock,"Sep 9, 2018","Sep 15, 2018",6 days,1
Jiménez,17/18,Inflammation of ligaments in the knee,"Dec 18, 2017","Jan 1, 2018",14 days,2
Jiménez,16/17,Muscle injury,"Mar 30, 2017","Apr 19, 2017",20 days,4
Jiménez,16/17,ankle sprain,"Jan 29, 2017","Feb 8, 2017",10 days,3
Jiménez,16/17,Groin injury,"Dec 30, 2016","Jan 24, 2017",25 days,6
Jiménez,16/17,Knee injury,"Sep 4, 2016","Oct 17, 2016",43 days,10
Carlos Vinícius,23/24,minor knock,"Oct 28, 2023","Oct 31, 2023",3 days,1
Carlos Vinícius,21/22,Hamstring injury,"May 1, 2022","Aug 1, 2022",92 days,5
Carlos Vinícius,21/22,unknown injury,"Jan 12, 2022","Feb 6, 2022",25 days,4
Carlos Vinícius,20/21,Knock,"Nov 30, 2020","Dec 5, 2020",5 days,1
Carlos Vinícius,19/20,Knock,"Dec 24, 2019","Jan 1, 2020",8 days,-
Carlos Vinícius,19/20,Muscle injury,"Sep 11, 2019","Sep 27, 2019",16 days,4
Rodrigo Muniz,23/24,Knee injury,"Nov 5, 2023","Dec 9, 2023",34 days,4
Rodrigo Muniz,21/22,Calf problems,"Feb 18, 2022","Feb 26, 2022",8 days,3
Muric,21/22,Head injury,"Feb 6, 2022","Feb 11, 2022",5 days,2
Muric,20/21,Muscle injury,"Oct 20, 2020","Nov 10, 2020",21 days,6
Beyer,22/23,unknown injury,"Jun 14, 2023","Jun 26, 2023",12 days,-
Beyer,22/23,Foot injury,"Apr 24, 2023","May 15, 2023",21 days,3
Beyer,22/23,Torn muscle fiber,"Feb 15, 2023","Feb 23, 2023",8 days,2
Beyer,22/23,muscular problems,"Oct 18, 2022","Oct 23, 2022",5 days,2
Beyer,21/22,Thigh problems,"May 9, 2022","Jun 1, 2022",23 days,1
Beyer,21/22,Corona virus,"Mar 24, 2022","Mar 31, 2022",7 days,2
Beyer,21/22,Knee problems,"Jan 17, 2022","Feb 3, 2022",17 days,2
Beyer,21/22,Muscle injury,"Oct 28, 2021","Jan 3, 2022",67 days,10
Beyer,20/21,Corona virus,"Sep 24, 2020","Nov 12, 2020",49 days,12
Beyer,19/20,Muscle strain,"Jun 11, 2020","Jun 15, 2020",4 days,1
Beyer,19/20,concussion,"Mar 9, 2020","Mar 16, 2020",7 days,-
Beyer,19/20,Outer ligament problems,"Sep 26, 2019","Oct 14, 2019",18 days,6
Beyer,18/19,Ankle injury,"Feb 25, 2019","Mar 18, 2019",21 days,3
Beyer,18/19,Hip problems,"Sep 27, 2018","Oct 15, 2018",18 days,4
Ekdal,23/24,Knee injury,"Aug 30, 2023","Nov 18, 2023",80 days,13
O'Shea,21/22,Broken ankle,"Sep 7, 2021","Feb 7, 2022",153 days,29
O'Shea,20/21,Ankle injury,"Oct 20, 2020","Nov 7, 2020",18 days,2
Delcroix,22/23,Knee injury,"Jan 6, 2023","Mar 20, 2023",73 days,16
Delcroix,21/22,Torn muscle fiber in the adductor area,"Jan 27, 2022","Apr 25, 2022",88 days,14
Delcroix,21/22,Knee surgery,"Aug 27, 2021","Jan 7, 2022",133 days,20
Delcroix,20/21,Knee surgery,"Mar 7, 2021","Jul 1, 2021",116 days,12
Delcroix,19/20,Groin injury,"Aug 31, 2019","Sep 14, 2019",14 days,5
Taylor,21/22,Bruise on ankle,"Jan 7, 2022","Feb 25, 2022",49 days,7
Taylor,20/21,Hamstring strain,"Jan 22, 2021","Feb 15, 2021",24 days,7
Taylor,20/21,Hamstring strain,"Dec 30, 2020","Jan 20, 2021",21 days,3
Taylor,20/21,Hamstring strain,"Jul 16, 2020","Sep 16, 2020",62 days,2
Taylor,19/20,Hamstring strain,"Feb 3, 2020","Feb 14, 2020",11 days,-
Taylor,19/20,Hamstring strain,"Dec 1, 2019","Dec 20, 2019",19 days,3
Taylor,17/18,Bruised ribs,"Jan 14, 2018","Jan 19, 2018",5 days,-
Roberts,21/22,infection,"Dec 8, 2021","Jan 9, 2022",32 days,4
Roberts,20/21,Groin injury,"Jun 26, 2021","Oct 4, 2021",100 days,15
Vitinho,23/24,Knee injury,"Aug 30, 2023","Sep 25, 2023",26 days,4
Egan-Riley,22/23,Hamstring injury,"May 24, 2023","Jun 30, 2023",37 days,-
Berge,21/22,Hamstring injury,"Sep 17, 2021","Nov 22, 2021",66 days,16
Berge,21/22,Corona virus,"Aug 29, 2021","Sep 13, 2021",15 days,4
Berge,20/21,surgery,"Dec 18, 2020","Mar 21, 2021",93 days,20
Berge,20/21,bruise,"Nov 8, 2020","Nov 21, 2020",13 days,2
Berge,18/19,Calf problems,"Jan 19, 2019","Mar 15, 2019",55 days,9
Berge,18/19,Knee problems,"Oct 17, 2018","Oct 28, 2018",11 days,3
Berge,17/18,Torn muscle bundle,"Oct 26, 2017","May 18, 2018",204 days,36
Berge,16/17,Knee surgery,"Oct 17, 2016","Dec 31, 2016",75 days,4
Massengo,20/21,Ankle injury,"Oct 19, 2020","Oct 26, 2020",7 days,2
Massengo,20/21,Ankle injury,"Sep 13, 2020","Oct 4, 2020",21 days,5
Cork,19/20,Broken foot,"Jun 30, 2020","Dec 13, 2020",166 days,20
Cork,19/20,Shoulder injury,"Sep 29, 2019","Oct 25, 2019",26 days,2
Cork,19/20,Groin injury,"Aug 3, 2019","Aug 9, 2019",6 days,-
Cork,18/19,Knock,"Oct 29, 2018","Nov 8, 2018",10 days,1
Cork,16/17,Ankle injury,"Apr 8, 2017","Apr 29, 2017",21 days,3
Cork,14/15,Ankle injury,"Dec 3, 2014","Jan 12, 2015",40 days,10
Brownhill,22/23,Foot injury,"Mar 5, 2023","Apr 21, 2023",47 days,8
Brownhill,21/22,Corona virus,"Dec 13, 2021","Jan 6, 2022",24 days,2
Brownhill,20/21,Ankle injury,"Jan 28, 2021","Feb 12, 2021",15 days,4
Brownhill,20/21,Knock,"Dec 30, 2020","Jan 11, 2021",12 days,1
Cullen,19/20,Torn ankle ligaments,"Nov 23, 2019","Jan 18, 2020",56 days,13
Ramsey,22/23,Knee injury,"Dec 9, 2022","Feb 15, 2023",68 days,?
Trésor,23/24,Hamstring muscle injury,"Aug 10, 2023","Sep 17, 2023",38 days,3
Trésor,19/20,Bruised ribs,"Feb 27, 2020","Mar 4, 2020",6 days,1
Bruun Larsen,22/23,Groin surgery,"Dec 16, 2022","May 4, 2023",139 days,16
Bruun Larsen,21/22,muscular problems,"Nov 16, 2021","Jan 3, 2022",48 days,6
Bruun Larsen,20/21,Fitness,"Nov 21, 2020","Dec 31, 2020",40 days,10
Bruun Larsen,20/21,Corona virus,"Nov 7, 2020","Nov 20, 2020",13 days,1
Bruun Larsen,19/20,muscular problems,"May 30, 2020","Jun 8, 2020",9 days,2
Bruun Larsen,19/20,Knee problems,"Nov 20, 2019","Dec 8, 2019",18 days,4
Bruun Larsen,18/19,Inner ligament stretch of the knee,"Dec 22, 2018","Jan 9, 2019",18 days,-
Bruun Larsen,18/19,Knee problems,"Dec 10, 2018","Dec 16, 2018",6 days,2
Bruun Larsen,18/19,muscular problems,"Nov 11, 2018","Nov 15, 2018",4 days,-
Bruun Larsen,18/19,Thigh problems,"Sep 15, 2018","Sep 19, 2018",4 days,1
Bruun Larsen,18/19,Foot bruise,"Aug 15, 2018","Sep 2, 2018",18 days,3
Bruun Larsen,17/18,Fitness,"Jan 19, 2018","Jan 25, 2018",6 days,-
Bruun Larsen,17/18,Knee injury,"Nov 23, 2017","Jan 18, 2018",56 days,8
Bruun Larsen,17/18,fatigue fracture,"Mar 6, 2017","Sep 11, 2017",189 days,11
Churlinov,22/23,Blood poisoning,"Jun 1, 2023","Oct 12, 2023",133 days,10
Churlinov,22/23,unknown injury,"Sep 12, 2022","Nov 30, 2022",79 days,14
Churlinov,21/22,muscular problems,"Apr 10, 2022","Apr 18, 2022",8 days,1
Churlinov,21/22,Shoulder injury,"Nov 15, 2021","Dec 5, 2021",20 days,3
Churlinov,20/21,Fitness,"Feb 22, 2021","Mar 1, 2021",7 days,1
Churlinov,20/21,Broken nose bone,"Feb 10, 2021","Feb 21, 2021",11 days,2
Churlinov,20/21,bruise,"Oct 14, 2020","Oct 21, 2020",7 days,1
Churlinov,16/17,unknown injury,"Nov 19, 2016","Feb 13, 2017",86 days,7
Redmond,23/24,unknown injury,"Sep 10, 2023",-,78 days,12
Redmond,22/23,unknown injury,"Jun 1, 2023","Jun 8, 2023",7 days,2
Redmond,22/23,unknown injury,"Jan 31, 2023","Feb 6, 2023",6 days,2
Redmond,22/23,Metacarpal fracture,"Sep 23, 2022","Sep 29, 2022",6 days,-
Redmond,20/21,Knock,"Dec 20, 2020","Jan 25, 2021",36 days,6
Redmond,20/21,Hamstring injury,"Nov 7, 2020","Dec 6, 2020",29 days,2
